Order_ID,Customer_ID,Customer_Name,Email,Order_Date,Product,Category,Quantity,Unit_Price,Total_Amount,City,Payment_Method,Order_Status
ORD-0378,CUST-1185,Rahul Yadav,rahul.yadav835@gmail.com,05/01/2025,Shampoo,Beauty,2,2499.00,4998.00,Delhi,Cash on Delivery,Cancelled
ORD-0287,CUST-1056,Priya Kumar,priya.kumar632@gmail.com,06/06/2025,Table Lamp,Home,5,199.00,995.00,Bengaluru,Cash on Delivery,Shipped
ORD-0389,CUST-1205,Neha Kumar,neha.kumar490@gmail.com,10/01/2025,Wireless Mouse,Electronics,5,299.00,1495.00,Mumbai,UPI,Pending
ORD-0883,CUST-1003,Rohan Yadav,rohan.yadav436@gmail.com,06/08/2025,Hoodie,Fashion,4,2499.00,9996.00,Pune,UPI,Pending
ORD-0717,CUST-1181,Simran Jain,simran.jain547@gmail.com,08/02/2025,Face Wash,Beauty,1,249.00,249.00,Delhi,Debit Card,Delivered
ORD-0793,CUST-1197,Rohan Singh,rohan.singh601@gmail.com,08/07/2025,Lip Balm,Beauty,6,999.00,5994.00,Bengaluru,Credit Card,Delivered
ORD-0097,CUST-1024,Simran Singh,simran.singh330@gmail.com,08/07/2025,Hoodie,Fashion,4,799.00,3196.00,Delhi,Cash on Delivery,Delivered
ORD-0245,CUST-1198,neha gupta,neha.gupta308@gmail.com,16/10/2025,Power Bank,Electronics,4,199.00,796.00,Pune,Debit Card,Cancelled
ORD-0735,CUST-1114,Rahul Mehta,rahul.mehta780@gmail.com,25/10/2025,Storage Box,Home,4,249.00,996.00,Jaipur,Credit Card,Delivered
ORD-0056,CUST-1012,Priya Kumar,priya.kumar242@gmail.com,16/02/2025,Python Basics,Books,5,249.00,1245.00,Delhi,Debit Card,Delivered
ORD-0897,CUST-1123,Rohan Mishra,rohan.mishra936@gmail.com,11/09/2025,T-Shirt,Fashion,2,999.00,1998.00,Bengaluru,UPI,Cancelled
ORD-0210,CUST-1201,Ananya Jain,ananya.jain952@gmail.com,13/02/2025,T-Shirt,Fashion,4,249.00,996.00,Mumbai,Debit Card,Cancelled
ORD-0260,CUST-1215,Simran Mehta,simran.mehta945@gmail.com,30/10/2025,Storage Box,Home,3,2499.00,7497.00,Jaipur,Credit Card,Shipped
ORD-0159,CUST-1240,Priya Kumar,priya.kumar799@gmail.com,28/05/2025,Bedsheet,Home,5,499.00,2495.00,Pune,Debit Card,Cancelled
ORD-0496,CUST-1248,Aditya Gupta,aditya.gupta510@gmail.com,19/07/2025,Keyboard,Electronics,1,2499.00,2499.00,Pune,Cash on Delivery,Cancelled
ORD-0526,CUST-1139,Neha Verma,neha.verma220@gmail.com,15/10/2025,Data Analytics,Books,4,499.00,1996.00,Delhi,Debit Card,Cancelled
ORD-0332,CUST-1249,Vikas Yadav,vikas.yadav54@gmail.com,01/06/2025,Excel Guide,Books,5,1299.00,6495.00,New Delhi,UPI,Delivered
ORD-0952,CUST-1069,Ananya Jain,ananya.jain328@gmail.com,22/06/2025,Data Analytics,Books,1,999.00,999.00,Lucknow,Cash on Delivery,Delivered
ORD-0315,CUST-1184,Aarav Gupta,aarav.gupta874@gmail.com,21/08/2025,Wall Clock,Home,3,599.00,1797.00,Jaipur,Cash on Delivery,Pending
ORD-0295,CUST-1054,Rahul Singh,rahul.singh509@gmail.com,20/06/2025,Shampoo,Beauty,3,2499.00,7497.00,Delhi,Cash on Delivery,Shipped
ORD-0382,CUST-1042,Rahul Verma,rahul.verma665@gmail.com,22/06/2025,Excel Guide,Books,4,1999.00,7996.00,Bengaluru,UPI,Delivered
ORD-0920,CUST-1192,Aditya Kumar,aditya.kumar942@gmail.com,05/05/2025,Body Lotion,Beauty,3,399.00,1197.00,Mumbai,Cash on Delivery,Pending
ORD-0573,CUST-1240,Rohan Gupta,rohan.gupta624@gmail.com,03/04/2025,AI Fundamentals,Books,3,999.00,2997.00,Lucknow,Cash on Delivery,Shipped
ORD-0875,CUST-1149,Vikas Sharma,vikas.sharma944@gmail.com,14/10/2025,Lip Balm,Beauty,4,799.00,3196.00,Delhi,Debit Card,Shipped
ORD-0517,CUST-1045,Neha Sharma,neha.sharma123@gmail.com,16/07/2025,T-Shirt,Fashion,5,1999.00,9995.00,Delhi,Debit Card,Pending
ORD-0718,CUST-1067,Sneha Singh,sneha.singh471@gmail.com,18/10/2025,Table Lamp,Home,4,299.00,1196.00,Delhi,Credit Card,Shipped
ORD-0060,CUST-1221,Rohan Patel,rohan.patel792@gmail.com,02/08/2025,Excel Guide,Books,1,399.00,399.00,Pune,Cash on Delivery,Shipped
ORD-0674,CUST-1022,Karan Gupta,karan.gupta323@gmail.com,06/08/2025,Table Lamp,Home,4,399.00,1596.00,Bengaluru,Debit Card,Cancelled
ORD-0558,CUST-1101,Nitin Patel,nitin.patel711@gmail.com,04/10/2025,Power Bank,Electronics,6,999.00,5994.00,Delhi,Cash on Delivery,Delivered
ORD-0744,CUST-1037,Vikas Mehta,vikas.mehta545@gmail.com,30/06/2025,SQL Handbook,Books,2,1599.00,3198.00,Mumbai,UPI,Shipped
ORD-0381,CUST-1098,Nitin Patel,nitin.patel188@gmail.com,26/05/2025,Data Analytics,Books,5,1599.00,7995.00,Pune,Cash on Delivery,Delivered
ORD-0055,CUST-1070,Ananya Mishra,ananya.mishra387 @gmail.com,31/08/2025,Wall Clock,Home,6,399.00,2394.00,Bengaluru,Debit Card,Cancelled
ORD-0024,CUST-1034,Aarav Yadav,aarav.yadav646@gmail.com,16/10/2025,Hoodie,Fashion,3,249.00,747.00,Mumbai,Cash on Delivery,Shipped
ORD-0031,CUST-1222,Vikas Mehta,vikas.mehta322@gmail.com,27/04/2025,USB Cable,Electronics,2,399.00,798.00,Bengaluru,Debit Card,Shipped
ORD-0954,CUST-1223,Rohan Jain,rohan.jain140@gmail.com,07/01/2025,Wireless Mouse,Electronics,4,2499.00,9996.00,Delhi,Credit Card,Cancelled
ORD-0430,CUST-1082,Nitin Mishra,nitin.mishra949@gmail.com,22/03/2025,Data Analytics,Books,4,299.00,1196.00,Pune,UPI,Delivered
ORD-0011,CUST-1196,Sneha Singh,sneha.singh901@gmail.com,17/11/2025,Headphones,Electronics,5,299.00,1495.00,Mumbai,Credit Card,Pending
ORD-0654,CUST-1021,Priya Sharma,priya.sharma294@gmail.com,04/08/2025,Cap,Fashion,1,2499.00,2499.00,Bengaluru,Credit Card,Pending
ORD-0809,CUST-1207,Karan Gupta,karan.gupta223@gmail.com,11/09/2025,Face Wash,Beauty,6,1999.00,11994.00,Jaipur,Cash on Delivery,Delivered
ORD-0483,CUST-1068,Vikas Jain,vikas.jain497@gmail.com,04/06/2025,T-Shirt,Fashion,1,299.00,299.00,Bengaluru,Cash on Delivery,Cancelled
ORD-0446,CUST-1085,Rohan Jain,rohan.jain873@gmail.com,10/09/2025,Sneakers,Fashion,3,799.00,2397.00,Delhi,UPI,Shipped
ORD-0200,CUST-1075,Aarav Singh,aarav.singh372@gmail.com,10/11/2025,AI Fundamentals,Books,4,249.00,996.00,Bengaluru,Cash on Delivery,Delivered
ORD-0225,CUST-1200,Rahul Mehta,rahul.mehta576@gmail.com,26/03/2025,Headphones,Electronics,2,799.00,1598.00,Delhi,UPI,Pending
ORD-0905,CUST-1244,Ananya Patel,ananya.patel225@gmail.com,03/04/2025,Table Lamp,Home,5,399.00,1995.00,Mumbai,Cash on Delivery,Cancelled
ORD-0108,CUST-1102,Rohan Jain,rohan.jain874@gmail.com,24/02/2025,SQL Handbook,Books,6,599.00,3594.00,Bengaluru,Cash on Delivery,Delivered
ORD-0219,CUST-1138,Vikas Verma,vikas.verma94@gmail.com,17/10/2025,Lip Balm,Beauty,6,999.00,5994.00,Delhi,Debit Card,Shipped
ORD-0421,CUST-1004,Neha Verma,neha.verma785@gmail.com,13/02/2025,Keyboard,Electronics,2,1999.00,3998.00,Jaipur,Credit Card,Shipped
ORD-0175,CUST-1136,Vikas Jain,vikas.jain394@gmail.com,11/02/2025,Wall Clock,Home,3,799.00,2397.00,Delhi,Cash on Delivery,Pending
ORD-0895,CUST-1150,Aditya Gupta,aditya.gupta883@gmail.com,23/09/2025,Bedsheet,Home,1,1299.00,1299.00,Delhi,Cash on Delivery,Delivered
ORD-0519,CUST-1213,Karan Kumar,karan.kumar65@gmail.com,02/02/2025,Sneakers,Fashion,5,1999.00,9995.00,Pune,Cash on Delivery,Cancelled
ORD-0454,CUST-1106,Aditya Jain,aditya.jain201@gmail.com,11/01/2025,Perfume,Beauty,2,1599.00,3198.00,Lucknow,UPI,Shipped
ORD-0929,CUST-1074,Priya Jain,priya.jain541@gmail.com,23/05/2025,Water Bottle,Home,6,2499.00,14994.00,Mumbai,Credit Card,Delivered
ORD-0040,CUST-1216,Simran Patel,simran.patel446@gmail.com,08/10/2025,Excel Guide,Books,4,1599.00,6396.00,Pune,Debit Card,Shipped
ORD-0707,CUST-1074,Vikas Kumar,vikas.kumar178@gmail.com,12/04/2025,Python Basics,Books,4,2499.00,9996.00,Jaipur,Credit Card,Shipped
ORD-0947,CUST-1109,Sneha Mishra,sneha.mishra951@gmail.com,19/03/2025,Face Wash,Beauty,1,2499.00,2499.00,Mumbai,Debit Card,Pending
ORD-0352,CUST-1043,Rahul Mishra,rahul.mishra616@gmail.com,24/03/2025,Face Wash,Beauty,2,199.00,398.00,Jaipur,Credit Card,Delivered
ORD-0067,CUST-1170,Karan Mehta,karan.mehta338@gmail.com,12/10/2025,Face Wash,Beauty,4,599.00,2396.00,Bengaluru,Cash on Delivery,Shipped
ORD-0278,CUST-1237,Simran Mishra,simran.mishra611@gmail.com,25/09/2025,Cap,Fashion,4,199.00,796.00,Delhi,Credit Card,Delivered
ORD-0068,CUST-1106,Rohan Mehta,rohan.mehta268@gmail.com,15/06/2025,Perfume,Beauty,1,999.00,999.00,Delhi,Cash on Delivery,Cancelled
ORD-0906,CUST-1005,Ananya Kumar,ananya.kumar612@gmail.com,16/07/2025,Wireless Mouse,Electronics,4,199.00,796.00,Mumbai,Cash on Delivery,Cancelled
ORD-0733,CUST-1209,Rahul Gupta,rahul.gupta878@gmail.com,26/04/2025,Hoodie,Fashion,1,599.00,599.00,Lucknow,Cash on Delivery,Shipped
ORD-0817,CUST-1037,Aarav Gupta,aarav.gupta898@gmail.com,12/01/2025,Hoodie,Fashion,4,399.00,1596.00,Jaipur,Credit Card,Delivered
ORD-0297,CUST-1178,Aarav Mehta,aarav.mehta785@gmail.com,29/09/2025,Data Analytics,Books,6,599.00,3594.00,Jaipur,Credit Card,Shipped
ORD-0618,CUST-1096,Karan Sharma,karan.sharma261@gmail.com,31/08/2025,Water Bottle,Home,2,999.00,1998.00,Delhi,UPI,Shipped
ORD-0598,CUST-1122,Rahul Mehta,rahul.mehta691@gmail.com,19/02/2025,Body Lotion,Beauty,6,1599.00,9594.00,Pune,Cash on Delivery,Pending
ORD-0815,CUST-1072,Karan Mehta,karan.mehta76@gmail.com,06/12/2025,USB Cable,Electronics,4,399.00,1596.00,Mumbai,Cash on Delivery,Delivered
ORD-0798,CUST-1063,Rohan Yadav,rohan.yadav867@gmail.com,01/11/2025,Wireless Mouse,Electronics,6,1599.00,9594.00,Bengaluru,Credit Card,Delivered
ORD-0424,CUST-1060,Nitin Sharma,nitin.sharma78@gmail.com,18/07/2025,Excel Guide,Books,1,999.00,999.00,Delhi,Debit Card,Pending
ORD-0757,CUST-1213,Neha Sharma,neha.sharma442@gmail.com,11/09/2025,Headphones,Electronics,2,1299.00,2598.00,New Delhi,Debit Card,Shipped
ORD-0313,CUST-1128,Rohan Yadav,rohan.yadav464@gmail.com,21/10/2025,SQL Handbook,Books,4,399.00,1596.00,Pune,Debit Card,Delivered
ORD-0185,CUST-1067,Sneha Mehta,sneha.mehta804@gmail.com,25/05/2025,Data Analytics,Books,4,399.00,1596.00,Jaipur,Debit Card,Shipped
ORD-0333,CUST-1166,Rohan Gupta,rohan.gupta696@gmail.com,,AI Fundamentals,Books,1,1999.00,1999.00,Mumbai,Cash on Delivery,Pending
ORD-0089,CUST-1176,Ananya Sharma,ananya.sharma716@gmail.com,09/07/2025,USB Cable,Electronics,5,799.00,3995.00,Mumbai,Debit Card,Delivered
ORD-0064,CUST-1242,Ananya Mishra,ananya.mishra776@gmail.com,19/10/2025,Water Bottle,Home,1,299.00,299.00,Pune,Debit Card,Pending
ORD-0830,CUST-1215,Rahul Jain,rahul.jain246@gmail.com,20/02/2025,Wall Clock,Home,3,1299.00,3897.00,Jaipur,Cash on Delivery,Shipped
ORD-0803,CUST-1073,Priya Kumar,priya.kumar121@gmail.com,23/02/2025,Headphones,Electronics,6,799.00,4794.00,Bengaluru,UPI,Shipped
ORD-0216,CUST-1100,Rahul Mehta,rahul.mehta130@gmail.com,05/03/2025,AI Fundamentals,Books,1,1999.00,1999.00,Bengaluru,Credit Card,Cancelled
ORD-0604,CUST-1102,Rahul Singh,rahul.singh774@gmail.com,11/06/2025,Sneakers,Fashion,2,399.00,798.00,Pune,UPI,Delivered
ORD-0548,CUST-1127,Sneha Gupta,sneha.gupta427@gmail.com,27/02/2025,Hoodie,Fashion,4,399.00,1596.00,New Delhi,Cash on Delivery,Delivered
ORD-0291,CUST-1047,Priya Mehta,priya.mehta753@gmail.com,24/04/2025,Power Bank,Electronics,6,1599.00,9594.00,Mumbai,Credit Card,Cancelled
ORD-0787,CUST-1123,Simran Singh,simran.singh217@gmail.com,13/03/2025,Power Bank,Electronics,6,599.00,3594.00,Delhi,Debit Card,Pending
ORD-0887,CUST-1018,Aditya Patel,aditya.patel804@gmail.com,12/04/2025,Perfume,Beauty,6,299.00,1794.00,Jaipur,Debit Card,Pending
ORD-0963,CUST-1181,Vikas Mehta,vikas.mehta319@gmail.com,14/09/2025,SQL Handbook,Books,4,1999.00,7996.00,Bengaluru,Cash on Delivery,Pending
ORD-0942,CUST-1034,Ananya Yadav,ananya.yadav429@gmail.com,24/04/2025,Bedsheet,Home,6,199.00,1194.00,Jaipur,UPI,Pending
ORD-0741,CUST-1143,Sneha Yadav,sneha.yadav75@gmail.com,23/09/2025,USB Cable,Electronics,5,1299.00,6495.00,Delhi,Credit Card,Delivered
ORD-0681,CUST-1058,Sneha Sharma,sneha.sharma393@gmail.com,13/03/2025,Shampoo,Beauty,4,999.00,3996.00,Pune,Debit Card,Pending
ORD-0694,CUST-1174,Aditya Singh,aditya.singh191@gmail.com,31/05/2025,Jeans,Fashion,2,199.00,398.00,Delhi,UPI,Delivered
ORD-0989,CUST-1206,Karan Patel,karan.patel864@gmail.com,24/02/2025,Hoodie,Fashion,2,299.00,598.00,Jaipur,UPI,Pending
ORD-0310,CUST-1133,Aarav Singh,aarav.singh277@gmail.com,12/02/2025,Face Wash,Beauty,4,999.00,3996.00,Lucknow,Credit Card,Pending
ORD-0087,CUST-1078,Nitin Yadav,nitin.yadav941@gmail.com,25/12/2025,Data Analytics,Books,6,249.00,1494.00,Delhi,UPI,Delivered
ORD-0849,CUST-1067,Neha Jain,neha.jain241@gmail.com,29/03/2025,Wireless Mouse,Electronics,2,249.00,498.00,Pune,UPI,Delivered
ORD-0785,CUST-1097,Rohan Jain,rohan.jain261@gmail.com,21/08/2025,Data Analytics,Books,1,299.00,299.00,Delhi,UPI,Delivered
ORD-0311,CUST-1165,Nitin Gupta,nitin.gupta503@gmail.com,27/06/2025,AI Fundamentals,Books,1,799.00,799.00,Jaipur,UPI,Delivered
ORD-0536,CUST-1145,Simran Gupta,simran.gupta39@gmail.com,03/03/2025,Hoodie,Fashion,2,999.00,1998.00,Jaipur,Debit Card,Cancelled
ORD-0137,CUST-1133,Sneha Mehta,sneha.mehta417@gmail.com,06/10/2025,Face Wash,Beauty,5,299.00,1495.00,Delhi,Credit Card,Cancelled
ORD-0871,CUST-1057,Nitin Patel,nitin.patel168@gmail.com,14/02/2025,Bedsheet,Home,3,1299.00,3897.00,Bengaluru,UPI,Shipped
ORD-0466,CUST-1088,Aditya Jain,aditya.jain254@gmail.com,14/11/2025,Cap,Fashion,4,799.00,3196.00,Pune,Cash on Delivery,Delivered
ORD-0896,CUST-1210,Aarav Mehta,aarav.mehta441@gmail.com,14/05/2025,Body Lotion,Beauty,6,199.00,1194.00,Delhi,Credit Card,Cancelled
ORD-0262,CUST-1217,Neha Verma,neha.verma950@gmail.com,15/06/2025,Cap,Fashion,2,299.00,598.00,Jaipur,Credit Card,Delivered
ORD-0487,CUST-1023,Aarav Sharma,aarav.sharma644@gmail.com,17/02/2025,Bedsheet,Home,3,399.00,1197.00,Jaipur,UPI,Delivered
ORD-0169,CUST-1095,Rohan Yadav,rohan.yadav324@gmail.com,23/03/2025,Jeans,Fashion,1,1999.00,1999.00,Lucknow,UPI,Shipped
ORD-0828,CUST-1246,Aarav Sharma,aarav.sharma36@gmail.com,20/03/2025,Shampoo,Beauty,1,799.00,799.00,Bengaluru,Debit Card,Delivered
ORD-0448,CUST-1182,Aditya Mishra,aditya.mishra372@gmail.com,08/03/2025,Excel Guide,Books,3,1299.00,3897.00,Pune,Credit Card,Shipped
ORD-0140,CUST-1080,Priya Yadav,priya.yadav36@gmail.com,07/04/2025,Water Bottle,Home,2,299.00,598.00,Delhi,UPI,Delivered
ORD-0683,CUST-1085,Karan Gupta,karan.gupta981@gmail.com,20/07/2025,AI Fundamentals,Books,5,799.00,3995.00,Mumbai,Cash on Delivery,Delivered
ORD-0771,CUST-1198,Ananya Yadav,ananya.yadav382@gmail.com,21/06/2025,Python Basics,Books,4,299.00,1196.00,Jaipur,UPI,Cancelled
ORD-0853,CUST-1182,Priya Yadav,priya.yadav117@gmail.com,24/06/2025,Keyboard,Electronics,4,799.00,3196.00,Pune,Debit Card,Shipped
ORD-0441,CUST-1160,Karan Kumar,karan.kumar326@gmail.com,17/08/2025,Table Lamp,Home,6,199.00,1194.00,Delhi,Credit Card,Delivered
ORD-0999,CUST-1002,Rahul Kumar,rahul.kumar523@gmail.com,12/10/2025,Body Lotion,Beauty,6,2499.00,14994.00,Delhi,Debit Card,Shipped
ORD-0531,CUST-1089,Nitin Mehta,nitin.mehta417@gmail.com,17/03/2025,AI Fundamentals,Books,5,199.00,995.00,Bengaluru,UPI,Shipped
ORD-0056,CUST-1186,Simran Gupta,simran.gupta333@gmail.com,03/03/2025,Sneakers,Fashion,2,249.00,498.00,Lucknow,Cash on Delivery,Shipped
ORD-0121,CUST-1210,Neha Mishra,neha.mishra461@gmail.com,25/08/2025,bedsheet,Home,4,399.00,1596.00,Pune,Cash on Delivery,Delivered
ORD-0528,CUST-1231,Ananya Yadav,ananya.yadav927@gmail.com,29/05/2025,Excel Guide,Books,6,2499.00,14994.00,Bengaluru,UPI,Cancelled
ORD-0026,CUST-1176,Rohan Patel,rohan.patel169@gmail.com,20/05/2025,Keyboard,Electronics,3,249.00,747.00,Lucknow,Debit Card,Shipped
ORD-0073,CUST-1117,Vikas Verma,vikas.verma467@gmail.com,03/10/2025,Cap,Fashion,5,1999.00,9995.00,Pune,Cash on Delivery,Pending
ORD-0045,CUST-1165,Vikas Verma,vikas.verma647@gmail.com,10/01/2025,Hoodie,Fashion,6,299.00,1794.00,Jaipur,UPI,Delivered
ORD-0250,CUST-1079,Rahul Yadav,rahul.yadav487@gmail.com,10/06/2025,Python Basics,Books,2,249.00,498.00,Bengaluru,Credit Card,Cancelled
ORD-0395,CUST-1198,Rahul Gupta,rahul.gupta927@gmail.com,09/05/2025,Face Wash,Beauty,5,999.00,4995.00,Lucknow,Credit Card,Pending
ORD-0933,CUST-1071,Nitin Singh,nitin.singh372@gmail.com,10/02/2025,Keyboard,Electronics,3,2499.00,7497.00,Delhi,Cash on Delivery,Pending
ORD-0997,CUST-1185,Simran Singh,simran.singh355@gmail.com,23/11/2025,Python Basics,Books,4,1299.00,5196.00,Delhi,Credit Card,Shipped
ORD-0958,CUST-1160,Ananya Gupta,ananya.gupta214@gmail.com,22/12/2025,Wall Clock,Home,1,199.00,199.00,Bengaluru,UPI,Delivered
ORD-0199,CUST-1143,Ananya Yadav,ananya.yadav378@gmail.com,19/05/2025,T-Shirt,Fashion,1,199.00,199.00,Delhi,Cash on Delivery,Cancelled
ORD-0540,CUST-1129,Ananya Mehta,ananya.mehta807@gmail.com,06/09/2025,Water Bottle,Home,2,1299.00,2598.00,New Delhi,Credit Card,Delivered
ORD-0356,CUST-1108,Sneha Singh,sneha.singh105@gmail.com,04/09/2025,AI Fundamentals,Books,1,1299.00,1299.00,Delhi,Cash on Delivery,Cancelled
ORD-0324,CUST-1178,Rohan Mishra,rohan.mishra898@gmail.com,12/12/2025,Python Basics,Books,3,999.00,2997.00,Mumbai,Cash on Delivery,Shipped
ORD-0946,CUST-1185,Rohan Jain,rohan.jain681@gmail.com,25/07/2025,Water Bottle,Home,3,2499.00,7497.00,New Delhi,UPI,Cancelled
ORD-0768,CUST-1180,Karan Sharma,karan.sharma641@gmail.com,13/04/2025,Headphones,Electronics,2,299.00,598.00,Bengaluru,Cash on Delivery,Shipped
ORD-0236,CUST-1068,Karan Mehta,karan.mehta569@gmail.com,16/12/2025,Jeans,Fashion,4,1599.00,6396.00,Delhi,UPI,Delivered
ORD-0977,CUST-1120,Neha Kumar,neha.kumar222@gmail.com,25/06/2025,Data Analytics,Books,6,799.00,4794.00,Mumbai,Debit Card,Shipped
ORD-0945,CUST-1059,Sneha Singh,sneha.singh523@gmail.com,23/07/2025,Water Bottle,Home,1,199.00,199.00,Mumbai,Debit Card,Delivered
ORD-0939,CUST-1199,Karan Singh,karan.singh190@gmail.com,26/08/2025,Body Lotion,Beauty,2,1999.00,3998.00,Lucknow,Cash on Delivery,Delivered
ORD-0903,CUST-1200,Sneha Gupta,sneha.gupta516@gmail.com,28/12/2025,Wireless Mouse,Electronics,1,499.00,499.00,Lucknow,Debit Card,Pending
ORD-0300,CUST-1160,Aditya Patel,aditya.patel183@gmail.com,03/05/2025,Table Lamp,Home,6,199.00,1194.00,Jaipur,Debit Card,Cancelled
ORD-0061,CUST-1062,Aditya Sharma,aditya.sharma634@gmail.com,20/02/2025,SQL Handbook,Books,3,1599.00,4797.00,Jaipur,UPI,Delivered
ORD-0328,CUST-1201,Neha Mishra,neha.mishra62@gmail.com,17/11/2025,Shampoo,Beauty,1,299.00,299.00,Pune,Debit Card,Delivered
ORD-0527,CUST-1250,Aarav Jain,aarav.jain963@gmail.com,13/09/2025,Storage Box,Home,3,249.00,747.00,Delhi,UPI,Cancelled
ORD-0599,CUST-1088,Rohan Jain,rohan.jain840@gmail.com,08/07/2025,Cap,Fashion,5,799.00,3995.00,New Delhi,UPI,Cancelled
ORD-0814,CUST-1188,Vikas Singh,vikas.singh367@gmail.com,27/08/2025,Face Wash,Beauty,2,799.00,1598.00,New Delhi,UPI,Delivered
ORD-0936,CUST-1157,Nitin Singh,nitin.singh983@gmail.com,22/09/2025,Body Lotion,Beauty,2,399.00,798.00,New Delhi,Cash on Delivery,Cancelled
ORD-0981,CUST-1042,Ananya Sharma,ananya.sharma961@gmail.com,30/04/2025,Hoodie,Fashion,6,799.00,4794.00,Mumbai,Cash on Delivery,Delivered
ORD-0596,CUST-1066,Nitin Kumar,nitin.kumar340@gmail.com,29/01/2025,Data Analytics,Books,2,199.00,398.00,Bengaluru,UPI,Pending
